District ID,School ID,District Name,School Name,County,AYP Report Type,Extended Code,AYP Designation 08-09,AYP ELA 08-09,AYP Math 08-09,AYP Grad-Attnd 08-09,AYP Designation 07-08,AYP ELA 07-08,AYP Math 07-08,AYP Grad-Attnd 07-08,Title I 08-09,Title 07-08,ELA All AYP,ELA EconDisadv AYP,ELA LimEngProf AYP,ELA Disabled AYP,ELA Asian AYP,ELA Black AYP,ELA Hispanic AYP,ELA Native AYP,ELA White AYP,ELA Multi AYP,ELA All Participation,ELA EconDisadv Participation,ELA LimEngProf Participation,ELA Disabled Participation,ELA Asian Participation,ELA Black Participation,ELA Hispanic Participation,ELA Native Participation,ELA White Participation,ELA Multi Participation,ELA All Acad Status,ELA EconDisadv Acad Status,ELA LimEngProf Acad Status,ELA Disabled Acad Status,ELA Asian Acad Status,ELA Black Acad Status,ELA Hispanic Acad Status,ELA Native Acad Status,ELA White Acad Status,ELA Multi Acad Status,ELA All Acad Growth,ELA EconDisadv Acad Growth,ELA LimEngProf Acad Growth,ELA Disabled Acad Growth,ELA Asian Acad Growth,ELA Black Acad Growth,ELA Hispanic Acad Growth,ELA Native Acad Growth,ELA White Acad Growth,ELA Multi Acad Growth,MATH All AYP,MATH EconDisadv AYP,MATH LimEngProf AYP,MATH Disabled AYP,MATH Asian AYP,MATH Black AYP,MATH Hispanic AYP,MATH Native AYP,MATH White AYP,MATH Multi AYP,MATH All Participation,MATH EconDisadv Participation,MATH LimEngProf Participation,MATH Disabled Participation,MATH Asian Participation,MATH Black Participation,MATH Hispanic Participation,MATH Native Participation,MATH White Participation,MATH Multi Participation,MATH All Acad Status,MATH EconDisadv Acad Status,MATH LimEngProf Acad Status,MATH Disabled Acad Status,MATH Asian Acad Status,MATH Black Acad Status,MATH Hispanic Acad Status,MATH Native Acad Status,MATH White Acad Status,MATH Multi Acad Status,MATH All Acad Growth,MATH EconDisadv Acad Growth,MATH LimEngProf Acad Growth,MATH Disabled Acad Growth,MATH Asian Acad Growth,MATH Black Acad Growth,MATH Hispanic Acad Growth,MATH Native Acad Growth,MATH White Acad Growth,MATH Multi Acad Growth,All Other Indicator,EconDisadv Other Indicator,LimEngProf Other Indicator,Disabled Other Indicator,Asian Other Indicator,Black Other Indicator,Hispanic Other Indicator,Native Other Indicator,White Other Indicator,Multi Other Indicator
2063,498,Adel SD 21,Adel Elementary School,Lake,E,4Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
2113,707,Adrian SD 61,Adrian Elementary School,Malheur,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
2113,708,Adrian SD 61,Adrian High School,Malheur,HSG,4Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
1899,16,Alsea SD 7J,Alsea Elementary School,Benton,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
1899,17,Alsea SD 7J,Alsea High School,Benton,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
2252,1208,Amity SD 4J,Amity Elementary School,Yamhill,E,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,MET,NOT MET,MET,Y,Y,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2252,1210,Amity SD 4J,Amity High School,Yamhill,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2252,1209,Amity SD 4J,Amity Middle School,Yamhill,E,2Years,MET,MET,MET,MET,NOT MET,NOT MET,NOT MET,MET,n,n,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
2252,4505,Amity SD 4J,Ballston Community School,Polk,HSA,4Years,NOT MET,NOT MET,NOT MET,NOT MET,NOT MET,MET,NOT MET,NOT MET,n,n,NOT MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA
2111,705,Annex SD 29,Annex Elementary School,Malheur,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,NA,NA
2005,322,Arlington SD 3,Arlington Elementary School,Gilliam,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
2005,323,Arlington SD 3,Arlington High School,Gilliam,HSA,4Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
2115,711,Arock SD 81,W W Jones Elementary School,Malheur,E,4Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
2041,381,Ashland SD 5,Ashland High School,Jackson,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2041,380,Ashland SD 5,Ashland Middle School,Jackson,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,MET,NA,MET,MET,NA,MET,NA,MET,NA,MET,MET,NA,MET,MET,NA,MET,NA,MET,NA,MET,MET,NA,MET,MET,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,MET,NA,MET,NA,MET,NA,MET,MET,NA,MET,MET,NA,MET,NA,MET,NA,MET,MET,NA,MET,MET,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2041,375,Ashland SD 5,Bellview Elementary School,Jackson,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2041,377,Ashland SD 5,Helman Elementary School,Jackson,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
2041,4476,Ashland SD 5,John Muir Elementary School,Jackson,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,n,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
2041,379,Ashland SD 5,Walker Elementary School,Jackson,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2051,427,Ashwood SD 8,Ashwood Elementary School,Jefferson,E,4Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,143,Astoria SD 1,Astor Elementary School,Clatsop,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NOT MET,NA,NOT MET,NA,NA,MET,NA,MET,NA
1933,144,Astoria SD 1,Astoria Middle School,Clatsop,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NOT MET,NA,MET,NA,NA,NA,NA,MET,NA
1933,146,Astoria SD 1,Astoria Senior High School,Clatsop,HSG,2Years,NOT MET,MET,NOT MET,MET,NOT MET,MET,NOT MET,MET,n,n,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,MET,MET,NA,MET,NA,NA,NOT MET,NA,MET,NA
1933,145,Astoria SD 1,Gray Elementary School,Clatsop,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NOT MET,NA,NOT MET,NA,NA,MET,NA,MET,NA
1933,147,Astoria SD 1,Lewis & Clark Elementary School,Clatsop,E,2Years,NOT MET,MET,NOT MET,MET,NOT MET,MET,NOT MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2208,1053,Athena-Weston SD 29RJ,Athena Elementary School,Umatilla,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
2208,1055,Athena-Weston SD 29RJ,Weston  Middle School,Umatilla,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2208,1056,Athena-Weston SD 29RJ,Weston-McEwen High School,Umatilla,HSG,2Years,MET,MET,MET,MET,NOT MET,MET,NOT MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
1894,8,Baker SD 5J,Baker High School,Baker,HSG,2Years,MET,MET,MET,MET,NOT MET,MET,NOT MET,MET,n,n,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
1894,1,Baker SD 5J,Baker Middle School,Baker,E,2Years,NOT MET,NOT MET,MET,MET,MET,MET,MET,MET,n,n,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
1894,4728,Baker SD 5J,Baker Web Academy,,HSA,2Years,NOTE,NOTE,NOTE,NOTE,,,,,n,,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE
1894,2,Baker SD 5J,Brooklyn Elementary School,Baker,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
1894,4,Baker SD 5J,Haines Elementary School,Baker,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
1894,5,Baker SD 5J,Keating Elementary School,Baker,E,4Years,MET,MET,MET,MET,MET,MET,MET,MET,n,Y,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,6,Baker SD 5J,North Baker Elementary School,Baker,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
1894,7,Baker SD 5J,South Baker Elementary School,Baker,E,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,NOT MET,MET,MET,Y,Y,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
1969,218,Bandon SD 54,Bandon Senior High School,Coos,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
