District ID,School ID,District Name,School Name,County,AYP Report Type,Extended Code,AYP Designation 08-09,AYP ELA 08-09,AYP Math 08-09,AYP Grad-Attnd 08-09,AYP Designation 07-08,AYP ELA 07-08,AYP Math 07-08,AYP Grad-Attnd 07-08,Title I 08-09,Title 07-08,ELA All AYP,ELA EconDisadv AYP,ELA LimEngProf AYP,ELA Disabled AYP,ELA Asian AYP,ELA Black AYP,ELA Hispanic AYP,ELA Native AYP,ELA White AYP,ELA Multi AYP,ELA All Participation,ELA EconDisadv Participation,ELA LimEngProf Participation,ELA Disabled Participation,ELA Asian Participation,ELA Black Participation,ELA Hispanic Participation,ELA Native Participation,ELA White Participation,ELA Multi Participation,ELA All Acad Status,ELA EconDisadv Acad Status,ELA LimEngProf Acad Status,ELA Disabled Acad Status,ELA Asian Acad Status,ELA Black Acad Status,ELA Hispanic Acad Status,ELA Native Acad Status,ELA White Acad Status,ELA Multi Acad Status,ELA All Acad Growth,ELA EconDisadv Acad Growth,ELA LimEngProf Acad Growth,ELA Disabled Acad Growth,ELA Asian Acad Growth,ELA Black Acad Growth,ELA Hispanic Acad Growth,ELA Native Acad Growth,ELA White Acad Growth,ELA Multi Acad Growth,MATH All AYP,MATH EconDisadv AYP,MATH LimEngProf AYP,MATH Disabled AYP,MATH Asian AYP,MATH Black AYP,MATH Hispanic AYP,MATH Native AYP,MATH White AYP,MATH Multi AYP,MATH All Participation,MATH EconDisadv Participation,MATH LimEngProf Participation,MATH Disabled Participation,MATH Asian Participation,MATH Black Participation,MATH Hispanic Participation,MATH Native Participation,MATH White Participation,MATH Multi Participation,MATH All Acad Status,MATH EconDisadv Acad Status,MATH LimEngProf Acad Status,MATH Disabled Acad Status,MATH Asian Acad Status,MATH Black Acad Status,MATH Hispanic Acad Status,MATH Native Acad Status,MATH White Acad Status,MATH Multi Acad Status,MATH All Acad Growth,MATH EconDisadv Acad Growth,MATH LimEngProf Acad Growth,MATH Disabled Acad Growth,MATH Asian Acad Growth,MATH Black Acad Growth,MATH Hispanic Acad Growth,MATH Native Acad Growth,MATH White Acad Growth,MATH Multi Acad Growth,All Other Indicator,EconDisadv Other Indicator,LimEngProf Other Indicator,Disabled Other Indicator,Asian Other Indicator,Black Other Indicator,Hispanic Other Indicator,Native Other Indicator,White Other Indicator,Multi Other Indicator
1976,1266,Bend-LaPine Administrative SD 1,Three Rivers Elementary School,Deschutes,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
1976,3221,Bend-LaPine Administrative SD 1,WESTSIDE VILLAGE MAGNET SCHOOL,Deschutes,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
1976,4680,Bend-LaPine Administrative SD 1,William E Miller Elementary,Deschutes,E,2Years,NOTE,NOTE,NOTE,NOTE,,,,,n,,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE,NOTE
2088,581,Bethel SD 52,Cascade Middle School,Lane,E,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,MET,NOT MET,MET,n,n,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2088,582,Bethel SD 52,Clear Lake Elementary School,Lane,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2088,583,Bethel SD 52,Danebo Elementary School,Lane,E,2Years,NOT MET,NOT MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA
2088,584,Bethel SD 52,Fairfield Elementary School,Lane,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA
2088,585,Bethel SD 52,Irving Elementary School,Lane,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2088,3566,Bethel SD 52,Kalapuya High School,Lane,HSG,2Years,NOT MET,NOT MET,NOT MET,NOT MET,NOT MET,NOT MET,NOT MET,NOT MET,n,n,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NA,NA,NA,NA,NA,NA,NA,NOT MET,NA,NOT MET,NOT MET,NA,NOT MET,NA,NA,NA,NA,NOT MET,NA
2088,586,Bethel SD 52,Malabon Elementary School,Lane,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
2088,2264,Bethel SD 52,Meadow View School,Lane,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2088,3567,Bethel SD 52,Prairie Mountain School,Lane,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA
2088,587,Bethel SD 52,Shasta Middle School,Lane,E,2Years,NOT MET,MET,NOT MET,MET,NOT MET,NOT MET,MET,MET,n,n,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2088,588,Bethel SD 52,Willamette High School,Lane,HSG,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,NOT MET,NOT MET,MET,n,n,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,NOT MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,NOT MET,NA,NOT MET,NA,NA,NOT MET,NA,MET,NA,NA,NOT MET,NA,NOT MET,NA,NA,MET,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2095,3401,Blachly SD 90,Triangle Lake School,Lane,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
2052,428,Black Butte SD 41,Black Butte Elementary School,Jefferson,E,4Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,235,Brookings-Harbor SD 17C,Azalea Middle School,Curry,E,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,NOT MET,NOT MET,MET,n,n,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA
1974,237,Brookings-Harbor SD 17C,Brookings-Harbor High School,Curry,HSG,2Years,NOT MET,MET,NOT MET,MET,NOT MET,MET,NOT MET,MET,n,n,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,MET,NOT MET,NA,NA,NA,NA,NA,NA,NOT MET,NA,MET,MET,NA,MET,NA,NA,NA,MET,MET,NA
1974,236,Brookings-Harbor SD 17C,Kalmiopsis Elementary School,Curry,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
1896,3347,Burnt River SD 30J,Burnt River School,Baker,HSA,4Years,MET,MET,MET,MET,NOT MET,MET,MET,NOT MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
2046,405,Butte Falls SD 91,Butte Falls Elementary School,Jackson,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
2046,406,Butte Falls SD 91,Butte Falls Secondary,Jackson,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
1995,3400,Camas Valley SD 21J,Camas Valley School,Douglas,HSG,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
1929,123,Canby SD 86,Ackerman Middle School,Clackamas,E,2Years,NOT MET,NOT MET,MET,MET,NOT MET,NOT MET,MET,MET,n,n,MET,MET,NOT MET,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NOT MET,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NOT MET,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA
1929,4434,Canby SD 86,Baker Prairie Middle School,Clackamas,E,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,NOT MET,NOT MET,MET,n,n,MET,MET,NOT MET,MET,NA,NA,NOT MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NOT MET,MET,NA,NA,NOT MET,NA,MET,NA,NA,NA,NOT MET,NA,NA,NA,NOT MET,NA,NA,NA,MET,MET,NOT MET,MET,NA,NA,NOT MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NOT MET,MET,NA,NA,NOT MET,NA,MET,NA,NA,NA,NOT MET,NA,NA,NA,NOT MET,NA,NA,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA
1929,140,Canby SD 86,Canby High School,Clackamas,HSG,2Years,NOT MET,NOT MET,NOT MET,MET,NOT MET,NOT MET,NOT MET,MET,n,n,MET,MET,NOT MET,NOT MET,NA,NA,NOT MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NOT MET,NOT MET,NA,NA,NOT MET,NA,MET,NA,NA,NA,NOT MET,NOT MET,NA,NA,NOT MET,NA,NA,NA,MET,MET,MET,NOT MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,NOT MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NOT MET,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,MET
1929,92,Canby SD 86,Carus School,Clackamas,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,MET,MET,NA,MET,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,NA,NA,NA,NA,NA,MET,NA
1929,1307,Canby SD 86,Cecile Trost Elementary School,Clackamas,E,2Years,NOT MET,MET,NOT MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NOT MET,NA,NA,NA,NOT MET,NA,MET,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA,MET,MET,NOT MET,NA,NA,NA,NOT MET,NA,MET,NA,NA,NA,NOT MET,NA,NA,NA,NOT MET,NA,NA,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA
1929,124,Canby SD 86,Howard Eccles Elementary School,Clackamas,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA
1929,127,Canby SD 86,Ninety-One School,Clackamas,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,n,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NOT MET,MET,NA,NA,MET,NA,MET,NA
1929,4435,Canby SD 86,Philander Lee Elementary School,Clackamas,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,NA,NA,NA,MET,NA,MET,NA
1929,122,Canby SD 86,William Knight Elementary School,Clackamas,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA
2139,719,Cascade SD 5,Aumsville Elementary School,Marion,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,Y,Y,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA
2139,810,Cascade SD 5,Cascade Junior High School,Marion,E,2Years,MET,MET,MET,MET,NOT MET,NOT MET,MET,MET,n,Y,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,MET,MET,NA,NA,MET,NA,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,MET,MET,NA,NA,MET,MET,MET,NA,MET,MET,MET,MET,NA,NA,MET,MET,MET,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2139,811,Cascade SD 5,Cascade Senior High School,Marion,HSG,2Years,NOT MET,MET,NOT MET,MET,NOT MET,MET,NOT MET,MET,n,Y,MET,MET,NA,NA,NA,NA,MET,NA,MET,NA,MET,MET,NA,NA,NA,NA,MET,NA,MET,NA,MET,MET,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NOT MET,NA,NA,NA,NA,MET,NA,MET,NA,MET,MET,NA,NA,NA,NA,MET,NA,MET,NA,MET,NOT MET,NA,NA,NA,NA,NOT MET,NA,MET,NA,NA,NOT MET,NA,NA,NA,NA,MET,NA,NA,NA,MET,MET,NA,MET,NA,NA,MET,NA,MET,NA
2139,806,Cascade SD 5,Cloverdale Elementary School,Marion,E,2Years,MET,MET,MET,MET,MET,MET,MET,MET,n,Y,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MET,NA,NA,NA,NA,NA,NA,NA,MET,NA
