INSTID,SCHLYR,DISTNM,ADMCNT,DISTADMPCT,PLTADMPCT,STUDENRCNT,STSTUDENRCNT,SPLEDSTUDCNT,DISTSPLEDPCT,PLTSPLEDPCT,ESLSTUDCNT,DISTESLPCT,PLTESLPCT,TEENPARCNT,DISTTEENPARPCT,PLTTEENPARPCT,NEGLFOSCARESTUDCNT,DISTNEGLFOSCAREPCT,PLTNEGLFOSCAREPCT,STUDINPVTYCNT,DISTSTUDINPVTYPCT,PLTSTUDINPVTYPCT,HOMESCHLSTUDCNT,DISTHOMESCHLPCT,PLTHOMESCHLPCT,PRIVSCHLSTUDCNT,DISTPRIVSCHLPCT,PLTPRIVSCHLPCT,MnrtyStudCnt,DistMnrtyStudPct,StMnrtyStudPct,DistYr178DropOutPct,StYr178DropOutPct,DistYr1912DropOutPct,StYr1912DropOutPct,DistYr4DropOutPct,StYr4DropOutPct,HHINCMAMT,STHHINCMAMT,HHWCHLDPCT,STHHWCHLDPCT,POPCMPLTHSPCT,STPOPCMPLTHSPCT,POPATTDCLGPCT,STPOPATTDCLGPCT,DISTTOTFTE,PLTTOTFTE,LICSTFFTE,DISTLICSTFPCT,PLTLICSTFPCT,INSTRASSTFTE,DISTINSTRASSTPCT,PLTINSTRASSTPCT,SCHLADMINFTE,DISTSCHLADMINPCT,PLTSCHLADMINPCT,CNTLADMINFTE,DISTCNTLADMINPCT,PLTCNTLADMINPCT,CLSFSUPPSTFFTE,DISTCLSFSUPPSTFPCT,PLTCLSFSUPPSTFPCT,DIRCLSRMAMT,STDIRCLSRMAMT,CLSRMSUPPAMT,STCLSRMSUPPAMT,BLDGSUPPAMT,STBLDGSUPPAMT,CNTLSUPPAMT,STCNTLSUPPAMT,GENFUNDOPCOST,STGENFUNDOPCOST,DirClsRmTotAmt,DirClsRmStTotAmt,ClsRmSuppTotAmt,ClsRmSuppStTotAmt,BldgSuppTotAmt,BldgSuppStTotAmt,CntlSuppTotAmt,CntlSuppStTotAmt,TotAmt,StTotAmt,AVGCLSSZ,STAVGCLSSZ,STUDPTCHRAMT,STSTUDPTCHRAMT,OPENENRFLG,STUDPCOMPAMT,STSTUDPCOMPAMT,STUDPNETCONNAMT,STSTUDPNETCONNAMT,SES3GrdRng,SES5GrdRng,SES8GrdRng,SES10GrdRng,BldgUnder11Cnt,Bldg11to20Cnt,Bldg21to30Cnt,Bldg31to40Cnt,Bldg41to50Cnt,Bldg51to60Cnt,BldgOver60Cnt,InstrDayKCnt,InstrDay1Cnt,InstrDay2Cnt,InstrDay3Cnt,InstrDay4Cnt,InstrDay5Cnt,InstrDay6Cnt,InstrDay7Cnt,InstrDay8Cnt,InstrDay9Cnt,InstrDay10Cnt,InstrDay11Cnt,InstrDay12Cnt,StInstrDayKAvg,StInstrDay1Avg,StInstrDay2Avg,StInstrDay3Avg,StInstrDay4Avg,StInstrDay5Avg,StInstrDay6Avg,StInstrDay7Avg,StInstrDay8Avg,StInstrDay9Avg,StInstrDay10Avg,StInstrDay11Avg,StInstrDay12Avg,Read3GrdAtAbvPct,Read5GrdAtAbvPct,Read8GrdAtAbvPct,Read10GrdAtAbvPct,StRead3GrdAtAbvPct,StRead5GrdAtAbvPct,StRead8GrdAtAbvPct,StRead10GrdAtAbvPct,Writ5GrdAtAbvPct,Writ8GrdAtAbvPct,Writ10GrdAtAbvPct,StWrit5GrdAtAbvPct,StWrit8GrdAtAbvPct,StWrit10GrdAtAbvPct,Math3GrdAtAbvPct,Math5GrdAtAbvPct,Math8GrdAtAbvPct,Math10GrdAtAbvPct,StMath3GrdAtAbvPct,StMath5GrdAtAbvPct,StMath8GrdAtAbvPct,StMath10GrdAtAbvPct,Prob5GrdAtAbvPct,Prob8GrdAtAbvPct,Prob10GrdAtAbvPct,StProb5GrdAtAbvPct,StProb8GrdAtAbvPct,StProb10GrdAtAbvPct,last column
2145,"7/1/2000","MT ANGEL SCH DIST 91",736,97.61,95.58,754,545680,113,14.99,12.42,,,,1,0.14,0.31,0,0,0.15,146,19.36,14.38,,,,0,0,28.33,241,31.96,20.86,0,0.83,1.35,5.25,5.26,15.67,,,36.2,30.8,71.99,,45.53,,85.3,55896.6,52.7,61.78,55.04,10.7,12.54,14.51,3,3.52,2.92,2,2.34,1.5,16.9,19.81,26.03,3579.521498,3578.414585,1143.02374,1134.431819,771.26423,1043.786027,463.77435,291.238395,5957.583818,6047.870827,3975.877931,3947.282717,1398.230994,1347.506967,1084.025941,1351.411667,463.77435,328.390216,6921.909216,6974.591568,22.5,22.61,15.81,19.36,"Yes",6.08,5.73,5.84,5.99,,,,,,0,0,1,1,0,0,172,172,172,172,172,172,172,172,172,,174,174,174,172,172,172,172,172,172,172,172,172,,174,174,174,85,71,56,56,84,77,62,53,61,78,87,64,68,79,55,81,54,57,75,73,56,42,95,69,56,76,58,57,-
2145,"7/1/2001","Mt Angel SD 91",717.6,94.8,95.5,757,551679,119,15.72,12.74,127,17.7,8.99,4,0.56,0.31,1,0.13,0.68,143,18.89,14.31,22,2.91,3.66,0,0,6.73,279,36.86,22.29,0.87,0.69,2.82,4.86,11.47,13.86,,,36.2,30.8,71.99,,45.53,,89.1,56601.5,54.5,61.17,54.42,12.3,13.8,14.94,3,3.37,2.9,2,2.24,1.39,17.3,19.42,26.35,3800.394029,3663.047792,1259.760303,1165.20201,837.628058,1087.937936,481.410462,296.942721,6379.192852,6213.130461,4244.471413,4067.62765,1471.170528,1433.480002,1153.884332,1391.866605,481.410462,321.959583,7350.936735,7214.933842,20.29,22.71,15.39,19.55,"Yes",6.94,5.94,7.72,,,,,,,0,0,1,1,0,0,172,172,172,172,172,172,172,172,172,,174,174,174,172,172,172,172,172,172,172,172,172,,174,174,174,95.74,82.45,67.24,55.56,85.07,78.98,64.19,53.14,82.14,74.13,80.01,69.19,66.28,78.79,86.27,75,67.24,52.27,76.81,75.25,56.37,44.73,62.71,66.67,57.77,61.88,51.9,49.62,-
2145,"7/1/2002","Mt Angel SD 91",763.21,96.24,95.53,793,554071,120,15.13,12.89,125,16.38,9.39,3,0.39,0.31,0,0,0.1,,,,,,,0,0,6.33,291,36.7,23.66,0.8,,2.5,4.4,10.6,12.2,,,,,,,,,85,54650.1,52.2,61.41,54.28,11.1,13.06,15.23,3,3.53,2.92,2,2.35,1.22,16.7,19.65,26.35,3541.215977,3558.128021,1075.752912,1105.710112,869.362534,1044.12508,459.667175,300.078602,5945.998598,6008.041817,3933.972673,3972.356403,1425.154287,1406.176936,1190.902597,1340.382984,459.667175,324.706771,7009.696732,7043.623095,23.2,23.06,16.91,20.33,"No",10.72,6.27,10.72,,,,,,,0,0,0,0,0,0,174,174,174,174,174,174,174,174,174,,174,174,174,174,174,174,174,174,174,174,174,174,,174,174,174,89.58,80.85,55.1,60.87,86.22,80.41,63.42,53.57,,,90.24,,,81.7,84,91.84,60.79,58.34,79.43,79.26,61.48,46.23,,,53.19,,,51.3,-
2145,"7/1/2003","Mt Angel SD 91",759.17,94.54,95.55,803,551410,116,14.45,12.68,112,14.75,10.05,0,0,0.27,0,0,0.09,,,,,,,,,,306,38.11,24.85,,0.6,3.1,4.6,12,12.6,,,,,,,,,79.5,53851.7,49.7,62.52,54.02,9.6,12.08,15.72,3.8,4.78,2.86,2,2.52,1.14,14.4,18.11,26.26,3372.076151,3615.516357,1081.804769,1080.447678,799.720473,1091.510161,430.431008,316.585551,5684.032401,6104.05975,3899.449514,4069.54675,1531.504881,1394.602386,1101.664122,1418.15316,430.431008,346.091873,6963.049525,7228.39417,25.48,23.82,17.65,20.55,,3.26,5.77,3.32,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.35,78.69,40.35,35,,,,,77.77,63.33,86.44,,,,79.59,78.46,53.34,38.33,,,,,43.08,48.33,,,,,-
2145,"7/1/2004","Mt Angel SD 91",758.71,94.48,94.57,803,552339,120,14.94,12.74,141,18.58,10.35,4,0.53,0.22,,,,,,,,,,,,,349,43.46,27.44,,0.4,1.7,4.2,6.8,11.3,,,,,,,,,80.9,55307,50.1,61.93,53.48,11.1,13.72,16.56,3,3.71,2.84,1,1.24,1.15,15.7,19.41,25.97,3483.224234,3769.575188,1182.803262,1135.173281,855.634097,1161.77714,500.609925,331.290935,6022.271518,6397.816545,3964.826425,4276.285699,1470.567359,1485.124849,1249.085516,1508.631223,500.609925,357.749569,7185.089225,7627.791341,24.15,23.64,17.92,20.27,,5.74,4.84,5.86,,"260-260","186-186","200-200","153-153",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.33,71.43,44.6,66.67,88.78,85.08,65.03,55.79,,,88.58,,,78.86,84,64.71,64,57.57,88.09,86.47,65.92,48.68,,,,,,,-
2145,"7/1/2005","Mt Angel SD 91",767.22,96.02,94.78,799,559254,106,13.27,12.63,145,18.9,10.27,3,0.39,0.23,,,,,,,,,,,,,382,47.81,27.58,0,0.4,3.66,4.1,11.3,13.7,,,,,,,,,83.3,56575.7,50.8,60.98,53.28,11.2,13.45,16.51,3,3.6,2.92,1,1.2,1.17,17.3,20.77,26.12,3996.007359,4005.379562,1237.858423,1214.87737,1047.256695,1242.443506,493.323717,328.162831,6774.446194,6790.86327,4506.409824,4546.761197,1607.786558,1593.279422,2225.362753,1617.38462,493.323717,358.548566,8832.882852,8115.973808,22.82,23.6,17.56,20.09,,3.46,,3.46,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,73.34,63.26,69.64,35,90.13,86.23,68.34,57.36,,,73.77,,,76.98,70.83,83.67,64.91,24.56,88.15,87.2,68.01,46.89,,,,,,,-
2145,"7/1/2006","Mt Angel SD 91",,,,794,562828,106,13.35,12.62,,,,,,,,,,,,,,,,,,,388,48.87,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4231.323627,4237.396191,1502.506146,1297.259921,1022.6767,1302.577587,509.465881,348.481508,7265.972354,7185.715208,4717.121183,4777.123807,1849.135264,1685.248519,1603.877002,1675.364305,509.465881,380.772109,8679.59933,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2145,"7/1/2007","Mt Angel SD 91",,,,793,566067,,,,,,,,,,,,,,,,,,,,,,400,50.44,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4685.284615,4565.275658,1546.545964,1396.478018,1307.689911,1418.606667,545.147326,385.264495,8084.667816,7765.62484,5119.069899,5102.242765,1863.297503,1797.957197,1993.366431,1822.471957,545.147326,417.060486,9520.881159,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2145,"7/1/2008","Mt Angel SD 91",,,,766,564064,,,,,,,,,,,,,,,,,,,,,,391,51.04,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2145,"7/1/2009","Mt Angel SD 91",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2146,"7/1/1999","WOODBURN SCH DIST 103",3746.4,95.18,95.11,3936,545085,368,9.35,11.32,,,,,,,,,0.29,1401,35.59,14.31,,,,177,4.5,7.12,2443,62.07,18,0,1.13,9.68,6.3,33.08,18.37,43872,53699,35.22,34.4,38.97,81.48,21.09,52.55,479.1,55282.8,258,53.85,55.11,89.6,18.7,14.08,14,2.92,2.93,7,1.46,1.42,110.5,23.06,26.45,3466.732738,3420.96401,1325.58911,1082.570434,1109.974039,1001.0682,235.744278,282.780827,6138.040165,5787.383473,4336.720569,3736.753912,1405.110223,1239.991766,1464.901407,1270.376076,293.108483,298.775495,7499.840682,6545.897251,22.5,22.83,16.82,19.54,"Yes",4.99,5.88,5.64,7.52,,,,,,0,0,1,0,0,1,175,175,175,175,175,175,175,175,175,,175,175,175,175,175,175,175,175,175,175,175,175,,175,175,175,52,44,47,38,82,74,64,52,30,45,68,65,66,77,40,35,37,24,75,69,56,40,37,45,24,64,55,45,-
2146,"7/1/2000","WOODBURN SCH DIST 103",3905.7,93.3,95.58,4186,545680,432,10.32,12.42,,,,13,0.33,0.31,0,0,0.15,1571,37.53,14.38,,,,172,4.11,28.33,2737,65.38,20.86,0,0.83,9.71,5.25,31.61,15.67,,,35.04,30.8,64.59,,34.78,,516.6,55896.6,280.8,54.36,55.04,103.1,19.96,14.51,15,2.9,2.92,7,1.36,1.5,110.7,21.43,26.03,3734.724273,3578.414585,1371.680738,1134.431819,1172.555408,1043.786027,250.954328,291.238395,6529.914747,6047.870827,4548.589579,3947.282717,1564.681447,1347.506967,1673.931677,1351.411667,283.893096,328.390216,8071.095799,6974.591568,21.9,22.61,16.3,19.36,"Yes",5.34,5.73,5.52,5.99,,,,,,0,0,1,0,0,1,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,57,49,35,26,84,77,62,53,38,50,50,64,68,79,34,43,25,14,75,73,56,42,54,32,33,76,58,57,-
2146,"7/1/2001","Woodburn SD 103",4126.4,94.51,95.5,4366,551679,474,10.86,12.74,2456,59.52,8.99,11,0.27,0.31,23,0.53,0.68,1660,38.02,14.31,86,1.97,3.66,168,3.85,6.73,2906,66.56,22.29,1.01,0.69,7.06,4.86,26.74,13.86,,,35.04,30.8,64.59,,34.78,,544.7,56601.5,290.4,53.31,54.42,107.6,19.75,14.94,16.5,3.03,2.9,8.5,1.56,1.39,121.7,22.34,26.35,4025.637945,3663.047792,1398.585439,1165.20201,1291.507489,1087.937936,225.482386,296.942721,6941.213259,6213.130461,5044.871944,4067.62765,1498.641969,1433.480002,1775.133772,1391.866605,260.271152,321.959583,8578.918837,7214.933842,19.23,22.71,16.36,19.55,"Yes",5.1,5.94,5.1,,,,,,,2,0,1,0,0,1,172,172,172,172,172,172,172,172,172,,174,174,174,172,172,172,172,172,172,172,172,172,,174,174,174,78.98,76.44,58.34,36.12,85.07,78.98,64.19,53.14,67.09,54.49,68.41,69.19,66.28,78.79,60.67,54.55,54.91,25.81,76.81,75.25,56.37,44.73,40.13,42.38,37.4,61.88,51.9,49.62,-
2146,"7/1/2002","Woodburn SD 103",4284.72,94.86,95.53,4517,554071,545,12.07,12.89,2639,61.59,9.39,7,0.16,0.31,0,0,0.1,,,,,,,182,4.03,6.33,3136,69.43,23.66,0.2,,7.4,4.4,27.7,12.2,,,,,,,,,540.8,54650.1,299,55.29,54.28,98.1,18.14,15.23,16.4,3.03,2.92,8,1.48,1.22,119.3,22.06,26.35,4111.96085,3558.128021,1345.619617,1105.710112,1263.380252,1044.12508,228.086891,300.078602,6949.04761,6008.041817,5242.832382,3972.356403,1521.986417,1406.176936,1660.96949,1340.382984,283.54733,324.706771,8709.335619,7043.623095,19.65,23.06,16.37,20.33,"Yes",5.76,6.27,6.06,,,,,,,0,0,0,0,0,0,172,172,172,172,172,172,171,171,171,,174,174,174,172,172,172,172,172,172,171,171,171,,174,174,174,49.86,52.78,35.09,22.26,86.22,80.41,63.42,53.57,,,64.98,,,81.7,57.75,58.85,36.66,20.07,79.43,79.26,61.48,46.23,,,20.98,,,51.3,-
2146,"7/1/2003","Woodburn SD 103",4472.01,94.95,95.55,4710,551410,574,12.19,12.68,3111,69.57,10.05,18,0.4,0.27,0,0,0.09,,,,,,,,,,3533,75.01,24.85,,0.6,5.4,4.6,19.2,12.6,,,,,,,,,529.7,53851.7,296.4,55.96,54.02,92.8,17.52,15.72,16,3.02,2.86,7,1.32,1.14,117.5,22.18,26.26,3994.923307,3615.516357,1254.72111,1080.447678,1104.195418,1091.510161,222.770326,316.585551,6576.610161,6104.05975,5158.105677,4069.54675,1268.514305,1394.602386,1524.353989,1418.15316,287.538987,346.091873,8238.512958,7228.39417,20.91,23.82,17.13,20.55,,4.79,5.77,5.35,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,54.47,54.12,39.87,26,,,,,35.87,38.81,57.31,,,,67.64,62.29,49.16,21.28,,,,,30.54,23.29,,,,,-
2146,"7/1/2004","Woodburn SD 103",4505.92,96.78,94.57,4656,552339,583,12.52,12.74,2750,61.03,10.35,40,0.89,0.22,,,,,,,,,,,,,3377,72.53,27.44,,0.4,9.6,4.2,33.5,11.3,,,,,,,,,547.5,55307,307.4,56.15,53.48,97.3,17.77,16.56,15,2.74,2.84,8,1.46,1.15,119.8,21.88,25.97,4352.623728,3769.575188,1317.916756,1135.173281,1246.937459,1161.77714,218.574611,331.290935,7136.052554,6397.816545,5692.352405,4276.285699,1501.060457,1485.124849,1747.420603,1508.631223,246.020352,357.749569,9186.853817,7627.791341,20.99,23.64,16.32,20.27,,3.84,4.84,3.98,,"11-51","22-77","35-85","75-75",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,68.11,57.01,46.82,34.26,88.78,85.08,65.03,55.79,,,56.58,,,78.86,68.39,64.29,43.83,28.68,88.09,86.47,65.92,48.68,,,,,,,-
2146,"7/1/2005","Woodburn SD 103",4419.24,91.5,94.78,4830,559254,575,11.9,12.63,2832,64.08,10.27,17,0.38,0.23,,,,,,,,,,,,,3571,73.93,27.58,0.14,0.4,9.42,4.1,29.9,13.7,,,,,,,,,567.1,56575.7,317.7,56.02,53.28,102.8,18.13,16.51,15.4,2.72,2.92,8.5,1.5,1.17,122.7,21.64,26.12,4774.194546,4005.379562,1462.464786,1214.87737,1400.308523,1242.443506,221.933093,328.162831,7858.900948,6790.86327,6089.268223,4546.761197,1760.578981,1593.279422,1871.96142,1617.38462,249.123797,358.548566,9970.932421,8115.973808,20.99,23.6,16.31,20.09,,3.62,,3.83,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,78.14,76.64,54.7,25.98,90.13,86.23,68.34,57.36,,,57.99,,,76.98,73.72,75.22,52.65,27.02,88.15,87.2,68.01,46.89,,,,,,,-
2146,"7/1/2006","Woodburn SD 103",,,,4952,562828,607,12.26,12.62,,,,,,,,,,,,,,,,,,,3722,75.16,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4986.630656,4237.396191,1478.458489,1297.259921,1431.648031,1302.577587,237.480781,348.481508,8134.217957,7185.715208,6114.566565,4777.123807,1778.076229,1685.248519,1971.435413,1675.364305,247.950076,380.772109,10112.028283,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2146,"7/1/2007","Woodburn SD 103",,,,5121,566067,,,,,,,,,,,,,,,,,,,,,,3888,75.92,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,5299.666465,4565.275658,1614.305686,1396.478018,1330.708861,1418.606667,270.981882,385.264495,8515.662894,7765.62484,6299.567885,5102.242765,1926.049671,1797.957197,1834.366244,1822.471957,275.371679,417.060486,10335.355479,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2146,"7/1/2008","Woodburn SD 103",,,,5226,564064,,,,,,,,,,,,,,,,,,,,,,3948,75.55,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2146,"7/1/2009","Woodburn SD 103",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
2147,"7/1/1999","MORROW SCH DIST 1",2100.7,92.99,95.11,2259,545085,225,9.96,11.32,,,,,,,,,0.29,360,15.94,14.31,,,,,,7.12,772,34.17,18,1.47,1.13,3.91,6.3,13.5,18.37,36380.6,53699,40.31,34.4,45.89,81.48,24,52.55,308.9,55282.8,163.5,52.93,55.11,68.7,22.24,14.08,10,3.24,2.93,3,0.97,1.42,63.7,20.62,26.45,4027.65996,3420.96401,906.583337,1082.570434,1156.639667,1001.0682,355.138738,282.780827,6446.021702,5787.383473,4163.153076,3736.753912,912.188773,1239.991766,1390.582341,1270.376076,355.138738,298.775495,6821.062928,6545.897251,19.82,22.83,15.01,19.54,"No",3.51,5.88,3.78,7.52,,,,,,7,3,5,4,1,7,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,79,63,63,52,82,74,64,52,38,52,76,65,66,77,71,57,55,43,75,69,56,40,52,36,51,64,55,45,-
2147,"7/1/2000","MORROW SCH DIST 1",2163.1,96.14,95.58,2250,545680,264,11.73,12.42,,,,19,0.88,0.31,0,0,0.15,368,16.36,14.38,,,,0,0,28.33,818,36.36,20.86,2.08,0.83,2.77,5.25,8.92,15.67,,,39.21,30.8,79.01,,43.18,,306,55896.6,158,51.63,55.04,67.4,22.03,14.51,10,3.27,2.92,3,0.98,1.5,67.6,22.09,26.03,3976.762857,3578.414585,867.495271,1134.431819,1167.043391,1043.786027,288.2034,291.238395,6299.504919,6047.870827,4108.501506,3947.282717,1083.57676,1347.506967,1475.799613,1351.411667,358.276066,328.390216,7026.153945,6974.591568,19.88,22.61,15.22,19.36,"No",4.18,5.73,4,5.99,,,,,,6,3,6,4,1,7,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,80,68,53,59,84,77,62,53,49,55,72,64,68,79,66,66,42,39,75,73,56,42,63,43,57,76,58,57,-
2147,"7/1/2001","Morrow SD 1",2220.6,96.84,95.5,2293,551679,268,11.69,12.74,667,30.04,8.99,31,1.4,0.31,11,0.48,0.68,378,16.48,14.31,111,4.84,3.66,2,0.09,6.73,883,38.51,22.29,1.22,0.69,2.57,4.86,9.73,13.86,,,39.21,30.8,79.01,,43.18,,334.8,56601.5,184.1,54.99,54.42,71.7,21.42,14.94,10,2.99,2.9,3,0.9,1.39,66,19.71,26.35,4075.27798,3663.047792,892.729668,1165.20201,1089.040832,1087.937936,322.750466,296.942721,6379.798946,6213.130461,4210.73931,4067.62765,1277.798704,1433.480002,1664.416659,1391.866605,333.686668,321.959583,7486.641341,7214.933842,18.48,22.71,13.44,19.55,"No",4.94,5.94,4.94,,,,,,,4,5,6,3,2,6,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,81.41,62.65,38.03,68.52,85.07,78.98,64.19,53.14,50.3,31.71,76.33,69.19,66.28,78.79,71.43,57.72,38.22,43.69,76.81,75.25,56.37,44.73,60.47,42.97,56.69,61.88,51.9,49.62,-
2147,"7/1/2002","Morrow SD 1",2216.97,97.53,95.53,2273,554071,290,12.76,12.89,637,28.73,9.39,18,0.81,0.31,0,0,0.1,,,,,,,0,0,6.33,859,37.79,23.66,0,,2.2,4.4,8.8,12.2,,,,,,,,,303.9,54650.1,151.5,49.85,54.28,78.4,25.8,15.23,9.5,3.13,2.92,2.5,0.82,1.22,62,20.4,26.35,4242.948556,3558.128021,877.326102,1105.710112,1198.592564,1044.12508,246.207461,300.078602,6565.074683,6008.041817,4376.945574,3972.356403,1221.979432,1406.176936,1540.769529,1340.382984,320.90274,324.706771,7460.597275,7043.623095,19.22,23.06,16.06,20.33,"No",3.66,6.27,3.66,,,,,,,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,84.18,73.85,67.83,59.51,86.22,80.41,63.42,53.57,,,85.59,,,81.7,78.22,78.46,63.81,54.54,79.43,79.26,61.48,46.23,,,74.33,,,51.3,-
2147,"7/1/2003","Morrow SD 1",2113.76,96.3,95.55,2195,551410,274,12.48,12.68,698,33.02,10.05,14,0.66,0.27,0,0,0.09,,,,,,,,,,907,41.32,24.85,,0.6,2,4.6,8.1,12.6,,,,,,,,,279.3,53851.7,131.4,47.05,54.02,74.5,26.67,15.72,8,2.86,2.86,3,1.07,1.14,62.4,22.34,26.26,3848.53876,3615.516357,781.765175,1080.447678,1242.907316,1091.510161,267.406455,316.585551,6140.617706,6104.05975,4130.718154,4069.54675,1094.306428,1394.602386,1899.459863,1418.15316,384.482273,346.091873,7508.966718,7228.39417,21.91,23.82,17.93,20.55,,3.67,5.77,3.67,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,87.59,61.07,58.05,51.92,,,,,44.88,58.45,66.32,,,,85.16,68.94,51.08,43.59,,,,,48.03,31.92,,,,,-
2147,"7/1/2004","Morrow SD 1",2084.09,97.52,94.57,2137,552339,271,12.68,12.74,635,30.47,10.35,11,0.53,0.22,,,,,,,,,,,,,905,42.35,27.44,,0.4,3.4,4.2,4.9,11.3,,,,,,,,,300.9,55307,146,48.52,53.48,83.5,27.75,16.56,8.5,2.82,2.84,4,1.33,1.15,58.9,19.57,25.97,4354.063495,3769.575188,873.025245,1135.173281,1525.367955,1161.77714,281.879798,331.290935,7034.336493,6397.816545,4677.214567,4276.285699,1240.685329,1485.124849,2218.442728,1508.631223,430.997248,357.749569,8567.339872,7627.791341,20.2,23.64,15.71,20.27,,3.44,4.84,3.44,,"12-517","39-465","67-289","56-179",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,95.67,72.39,43.05,52.71,88.78,85.08,65.03,55.79,,,76.74,,,78.86,87.04,78.44,45.03,31.12,88.09,86.47,65.92,48.68,,,,,,,-
2147,"7/1/2005","Morrow SD 1",2117.92,96.58,94.78,2193,559254,287,13.09,12.63,562,26.54,10.27,14,0.66,0.23,,,,,,,,,,,,,959,43.73,27.58,0,0.4,1.69,4.1,7,13.7,,,,,,,,,326.2,56575.7,152.4,46.72,53.28,95.5,29.28,16.51,8.5,2.61,2.92,5.5,1.69,1.17,64.3,19.71,26.12,4740.992197,4005.379562,1012.516315,1214.87737,1407.58186,1242.443506,296.453201,328.162831,7457.543573,6790.86327,5135.849553,4546.761197,1432.992083,1593.279422,1956.635686,1617.38462,467.625567,358.548566,8993.102889,8115.973808,20.13,23.6,15.51,20.09,,3.11,,3.11,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5,83.75,66.02,60.13,90.13,86.23,68.34,57.36,,,80,,,76.98,89.51,82.47,65.13,40.4,88.15,87.2,68.01,46.89,,,,,,,-
2147,"7/1/2006","Morrow SD 1",,,,2262,562828,280,12.38,12.62,,,,,,,,,,,,,,,,,,,1022,45.18,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4848.685477,4237.396191,1079.214818,1297.259921,1551.346675,1302.577587,285.662369,348.481508,7764.909339,7185.715208,5172.696233,4777.123807,1461.529823,1685.248519,2085.594076,1675.364305,395.719871,380.772109,9115.540003,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
