INSTID,SCHLYR,DISTNM,ADMCNT,DISTADMPCT,PLTADMPCT,STUDENRCNT,STSTUDENRCNT,SPLEDSTUDCNT,DISTSPLEDPCT,PLTSPLEDPCT,ESLSTUDCNT,DISTESLPCT,PLTESLPCT,TEENPARCNT,DISTTEENPARPCT,PLTTEENPARPCT,NEGLFOSCARESTUDCNT,DISTNEGLFOSCAREPCT,PLTNEGLFOSCAREPCT,STUDINPVTYCNT,DISTSTUDINPVTYPCT,PLTSTUDINPVTYPCT,HOMESCHLSTUDCNT,DISTHOMESCHLPCT,PLTHOMESCHLPCT,PRIVSCHLSTUDCNT,DISTPRIVSCHLPCT,PLTPRIVSCHLPCT,MnrtyStudCnt,DistMnrtyStudPct,StMnrtyStudPct,DistYr178DropOutPct,StYr178DropOutPct,DistYr1912DropOutPct,StYr1912DropOutPct,DistYr4DropOutPct,StYr4DropOutPct,HHINCMAMT,STHHINCMAMT,HHWCHLDPCT,STHHWCHLDPCT,POPCMPLTHSPCT,STPOPCMPLTHSPCT,POPATTDCLGPCT,STPOPATTDCLGPCT,DISTTOTFTE,PLTTOTFTE,LICSTFFTE,DISTLICSTFPCT,PLTLICSTFPCT,INSTRASSTFTE,DISTINSTRASSTPCT,PLTINSTRASSTPCT,SCHLADMINFTE,DISTSCHLADMINPCT,PLTSCHLADMINPCT,CNTLADMINFTE,DISTCNTLADMINPCT,PLTCNTLADMINPCT,CLSFSUPPSTFFTE,DISTCLSFSUPPSTFPCT,PLTCLSFSUPPSTFPCT,DIRCLSRMAMT,STDIRCLSRMAMT,CLSRMSUPPAMT,STCLSRMSUPPAMT,BLDGSUPPAMT,STBLDGSUPPAMT,CNTLSUPPAMT,STCNTLSUPPAMT,GENFUNDOPCOST,STGENFUNDOPCOST,DirClsRmTotAmt,DirClsRmStTotAmt,ClsRmSuppTotAmt,ClsRmSuppStTotAmt,BldgSuppTotAmt,BldgSuppStTotAmt,CntlSuppTotAmt,CntlSuppStTotAmt,TotAmt,StTotAmt,AVGCLSSZ,STAVGCLSSZ,STUDPTCHRAMT,STSTUDPTCHRAMT,OPENENRFLG,STUDPCOMPAMT,STSTUDPCOMPAMT,STUDPNETCONNAMT,STSTUDPNETCONNAMT,SES3GrdRng,SES5GrdRng,SES8GrdRng,SES10GrdRng,BldgUnder11Cnt,Bldg11to20Cnt,Bldg21to30Cnt,Bldg31to40Cnt,Bldg41to50Cnt,Bldg51to60Cnt,BldgOver60Cnt,InstrDayKCnt,InstrDay1Cnt,InstrDay2Cnt,InstrDay3Cnt,InstrDay4Cnt,InstrDay5Cnt,InstrDay6Cnt,InstrDay7Cnt,InstrDay8Cnt,InstrDay9Cnt,InstrDay10Cnt,InstrDay11Cnt,InstrDay12Cnt,StInstrDayKAvg,StInstrDay1Avg,StInstrDay2Avg,StInstrDay3Avg,StInstrDay4Avg,StInstrDay5Avg,StInstrDay6Avg,StInstrDay7Avg,StInstrDay8Avg,StInstrDay9Avg,StInstrDay10Avg,StInstrDay11Avg,StInstrDay12Avg,Read3GrdAtAbvPct,Read5GrdAtAbvPct,Read8GrdAtAbvPct,Read10GrdAtAbvPct,StRead3GrdAtAbvPct,StRead5GrdAtAbvPct,StRead8GrdAtAbvPct,StRead10GrdAtAbvPct,Writ5GrdAtAbvPct,Writ8GrdAtAbvPct,Writ10GrdAtAbvPct,StWrit5GrdAtAbvPct,StWrit8GrdAtAbvPct,StWrit10GrdAtAbvPct,Math3GrdAtAbvPct,Math5GrdAtAbvPct,Math8GrdAtAbvPct,Math10GrdAtAbvPct,StMath3GrdAtAbvPct,StMath5GrdAtAbvPct,StMath8GrdAtAbvPct,StMath10GrdAtAbvPct,Prob5GrdAtAbvPct,Prob8GrdAtAbvPct,Prob10GrdAtAbvPct,StProb5GrdAtAbvPct,StProb8GrdAtAbvPct,StProb10GrdAtAbvPct,last column
1894,"7/1/1999","BAKER SCH DIST 05J",2203.3,95.09,95.11,2317,545085,281,12.13,11.32,,,,,,,14,0.6,0.29,384,16.57,14.31,,,,25,1.08,7.12,123,5.31,18,1.89,1.13,3.94,6.3,10.56,18.37,30630,53699,32.48,34.4,50.6,81.48,27.66,52.55,262.9,55282.8,145.7,55.42,55.11,33.3,12.67,14.08,8.4,3.2,2.93,3,1.14,1.42,72.5,27.58,26.45,3929.918679,3420.96401,1021.72047,1082.570434,981.47104,1001.0682,323.520975,282.780827,6256.631164,5787.383473,4137.529072,3736.753912,1229.501225,1239.991766,1350.542291,1270.376076,335.798899,298.775495,7053.371487,6545.897251,21.26,22.83,17.86,19.54,"Yes",5.04,5.88,9.46,7.52,,,,,,0,0,1,6,3,5,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,91,86,76,61,82,74,64,52,59,82,86,65,66,77,95,84,65,42,75,69,56,40,66,54,42,64,55,45,-
1894,"7/1/2000","BAKER SCH DIST 05J",2250.6,96.06,95.58,2343,545680,338,14.43,12.42,,,,3,0.13,0.31,21,0.9,0.15,378,16.13,14.38,,,,14,0.6,28.33,186,7.94,20.86,0.54,0.83,2.2,5.25,8.97,15.67,,,28.92,30.8,76.04,,38.25,,277.7,55896.6,148.1,53.33,55.04,45,16.2,14.51,8.5,3.06,2.92,4,1.44,1.5,72.1,25.96,26.03,3711.429214,3578.414585,1016.98288,1134.431819,837.941536,1043.786027,345.624861,291.238395,5911.978491,6047.870827,4054.205066,3947.282717,1333.364383,1347.506967,1247.207511,1351.411667,463.684268,328.390216,7098.461228,6974.591568,22.67,22.61,17.74,19.36,"Yes",4.7,5.73,4.85,5.99,,,,,,0,0,1,6,3,5,172,173,173,173,173,173,173,173,172,,173,172,172,172,173,173,173,173,173,173,173,172,,173,172,172,91,84,62,54,84,77,62,53,67,72,82,64,68,79,84,87,56,46,75,73,56,42,74,56,53,76,58,57,-
1894,"7/1/2001","Baker SD 5J",2218.7,100.9,95.5,2199,551679,302,13.73,12.74,16,0.72,8.99,18,0.81,0.31,36,1.64,0.68,373,16.96,14.31,233,10.6,3.66,17,0.77,6.73,146,6.64,22.29,1.97,0.69,0.57,4.86,1.66,13.86,,,28.92,30.8,76.04,,38.25,,266,56601.5,138.3,51.99,54.42,42.1,15.83,14.94,7.5,2.82,2.9,5,1.88,1.39,73.1,27.48,26.35,3790.059386,3663.047792,1043.162705,1165.20201,953.893733,1087.937936,554.317639,296.942721,6341.433463,6213.130461,4117.406216,4067.62765,1275.235402,1433.480002,1251.604802,1391.866605,685.74713,321.959583,7329.99355,7214.933842,21.96,22.71,17.82,19.55,"Yes",5.19,5.94,5.19,,,,,,,0,0,1,2,4,7,174,174,174,174,174,174,174,174,173,,174,173,173,174,174,174,174,174,174,174,174,173,,174,173,173,88.41,88.38,52.11,73.98,85.07,78.98,64.19,53.14,73.44,80.17,96.58,69.19,66.28,78.79,84.85,95.38,56.84,57.34,76.81,75.25,56.37,44.73,72.73,39.65,69.06,61.88,51.9,49.62,-
1894,"7/1/2002","Baker SD 5J",2187.1,101.68,95.53,2151,554071,317,14.74,12.89,19,0.87,9.39,16,0.73,0.31,15,0.7,0.1,,,,,,,,,6.33,165,7.67,23.66,1.9,,1.6,4.4,6,12.2,,,,,,,,,238,54650.1,120.1,50.46,54.28,42.6,17.9,15.23,6.5,2.73,2.92,2.5,1.05,1.22,66.3,27.86,26.35,3616.707838,3558.128021,1007.051943,1105.710112,934.919274,1044.12508,480.509576,300.078602,6039.188631,6008.041817,3938.030404,3972.356403,1222.394481,1406.176936,1220.372264,1340.382984,644.785769,324.706771,7025.582918,7043.623095,24.83,23.06,19.82,20.33,"Yes",4.97,6.27,5.09,,,,,,,0,0,0,0,0,0,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,88.65,88.31,80.98,68.63,86.22,80.41,63.42,53.57,,,88.82,,,81.7,89.44,92.9,84.14,64.33,79.43,79.26,61.48,46.23,,,71.23,,,51.3,-
1894,"7/1/2003","Baker SD 5J",2125.18,100.48,95.55,2115,551410,347,16.41,12.68,20,0.94,10.05,4,0.19,0.27,19,0.9,0.09,,,,,,,,,,176,8.32,24.85,,0.6,0.6,4.6,1.8,12.6,,,,,,,,,228.3,53851.7,115.4,50.55,54.02,40.9,17.92,15.72,6,2.63,2.86,3,1.31,1.14,63,27.6,26.26,3502.96991,3615.516357,943.499427,1080.447678,1103.839664,1091.510161,492.430652,316.585551,6042.739653,6104.05975,3925.768784,4069.54675,1396.846378,1394.602386,1628.039366,1418.15316,524.701413,346.091873,7475.355941,7228.39417,24.3,23.82,20.28,20.55,,4.96,5.77,4.96,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.47,84,67.7,57.9,,,,,68,78.43,77.31,,,,88.1,92.05,73.13,52.54,,,,,53.41,37.01,,,,,-
1894,"7/1/2004","Baker SD 5J",1978.27,96.27,94.57,2055,552339,317,15.43,12.74,20,1.01,10.35,6,0.3,0.22,,,,,,,,,,,,,191,9.29,27.44,,0.4,0.1,4.2,0.6,11.3,,,,,,,,,231.5,55307,116.5,50.32,53.48,39.5,17.06,16.56,6.3,2.72,2.84,4.3,1.86,1.15,64.9,28.03,25.97,3705.941313,3769.575188,1053.156559,1135.173281,1280.955294,1161.77714,440.853352,331.290935,6480.906518,6397.816545,4154.899552,4276.285699,1572.799596,1485.124849,1633.51708,1508.631223,443.682,357.749569,7804.898228,7627.791341,24.77,23.64,19.48,20.27,,4.65,4.84,4.65,,"237-468","87-396","130-130","18-210",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.24,87.12,68.57,75,88.78,85.08,65.03,55.79,,,87.76,,,78.86,91.94,88.49,72.15,69.45,88.09,86.47,65.92,48.68,,,,,,,-
1894,"7/1/2005","Baker SD 5J",1938.45,96.49,94.78,2009,559254,290,14.44,12.63,19,0.98,10.27,8,0.41,0.23,,,,,,,,,,,,,168,8.36,27.58,0,0.4,0.3,4.1,0,13.7,,,,,,,,,230.2,56575.7,113.8,49.44,53.28,40,17.38,16.51,6.5,2.82,2.92,4.5,1.95,1.17,65.4,28.41,26.12,3932.201184,4005.379562,1128.542543,1214.87737,1393.009591,1242.443506,446.913673,328.162831,6900.666991,6790.86327,4384.851637,4546.761197,1730.818451,1593.279422,1842.827217,1617.38462,449.216978,358.548566,8407.714283,8115.973808,24.2,23.6,19.54,20.09,,5.37,,5.81,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.99,93.1,71.43,71.81,90.13,86.23,68.34,57.36,,,88.08,,,76.98,95.49,92.16,71.92,55.92,88.15,87.2,68.01,46.89,,,,,,,-
1894,"7/1/2006","Baker SD 5J",,,,2007,562828,279,13.9,12.62,,,,,,,,,,,,,,,,,,,175,8.72,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4122.623587,4237.396191,1265.289526,1297.259921,1588.936836,1302.577587,451.664409,348.481508,7428.514358,7185.715208,4560.15427,4777.123807,1901.560861,1685.248519,2058.423931,1675.364305,457.213223,380.772109,8977.352285,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1894,"7/1/2007","Baker SD 5J",,,,1979,566067,,,,,,,,,,,,,,,,,,,,,,179,9.04,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4421.600247,4565.275658,1354.063446,1396.478018,1669.315103,1418.606667,485.049393,385.264495,7930.028189,7765.62484,5057.869403,5102.242765,2020.579257,1797.957197,2088.567443,1822.471957,492.918266,417.060486,9659.934369,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1894,"7/1/2008","Baker SD 5J",,,,1901,564064,,,,,,,,,,,,,,,,,,,,,,206,10.84,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1894,"7/1/2009","Baker SD 5J",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1895,"7/1/1999","HUNTINGTON SCH DIST 16J",113.4,96.1,95.11,118,545085,13,11.02,11.32,,,,,,,,,0.29,44,37.29,14.31,,,,,,7.12,,,18,0,1.13,,6.3,,18.37,28009,53699,31.37,34.4,51.47,81.48,22.59,52.55,24.2,55282.8,14.2,58.68,55.11,2,8.26,14.08,0,0,2.93,2,8.26,1.42,6,24.79,26.45,5544.364406,3420.96401,1114.177966,1082.570434,1784.644067,1001.0682,1023.957627,282.780827,9467.144066,5787.383473,5969.567796,3736.753912,1140.48305,1239.991766,2494.313559,1270.376076,1023.957627,298.775495,10628.322032,6545.897251,11.4,22.83,9.08,19.54,"No",2.51,5.88,3.93,7.52,,,,,,0,1,0,1,0,0,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,57,83,14,,82,74,64,52,,22,,65,66,77,57,83,14,,75,69,56,40,33,20,17,64,55,45,-
1895,"7/1/2000","HUNTINGTON SCH DIST 16J",99.4,108.04,95.58,92,545680,13,14.13,12.42,,,,5,5.03,0.31,0,0,0.15,37,40.22,14.38,,,,,,28.33,4,4.35,20.86,0,0.83,0,5.25,,15.67,,,21.53,30.8,75.96,,34.76,,24.2,55896.6,14,57.85,55.04,2,8.26,14.51,0,0,2.92,1,4.13,1.5,7.2,29.75,26.03,7053.801304,3578.414585,1304.107717,1134.431819,2127.0375,1043.786027,1331.433478,291.238395,11816.379999,6047.870827,7528.742173,3947.282717,1334.51576,1347.506967,3241.097934,1351.411667,1331.433478,328.390216,13435.789345,6974.591568,9.5,22.61,7.08,19.36,"No",18.4,5.73,0,5.99,,,,,,0,1,0,1,0,0,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,67,,75,20,84,77,62,53,,37,80,64,68,79,50,,50,25,75,73,56,42,,29,25,76,58,57,-
1895,"7/1/2001","HUNTINGTON SCH DIST 16J",118.6,123.54,95.5,96,551679,15,15.63,12.74,0,0,8.99,4,3.37,0.31,0,0,0.68,44,45.83,14.31,1,1.04,3.66,,,6.73,4,4.17,22.29,0,0.69,0,4.86,,13.86,,,21.53,30.8,75.96,,34.76,,22.1,56601.5,12.6,57.01,54.42,2,9.05,14.94,0,0,2.9,1,4.52,1.39,6.5,29.41,26.35,6976.892395,3663.047792,1761.885833,1165.20201,2430.139791,1087.937936,1331.674791,296.942721,12500.59281,6213.130461,7464.135208,4067.62765,2053.539791,1433.480002,3558.472604,1391.866605,1331.674791,321.959583,14407.822394,7214.933842,9.5,22.71,8.07,19.55,"No",1.57,5.94,2.13,,,,,,,0,1,0,0,1,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,88.88,,71.43,,85.07,78.98,64.19,53.14,,50,,69.19,66.28,78.79,77.78,,28.58,,76.81,75.25,56.37,44.73,,50,16.67,61.88,51.9,49.62,-
1895,"7/1/2002","HUNTINGTON SCH DIST 16J",109.36,100.33,95.53,109,554071,8,7.34,12.89,0,0,9.39,3,2.74,0.31,0,0,0.1,,,,,,,,,6.33,3,2.75,23.66,0,,2.3,4.4,,12.2,,,,,,,,,23.3,54650.1,13.4,57.51,54.28,0.8,3.43,15.23,0.2,0.86,2.92,1,4.29,1.22,7.9,33.91,26.35,6355.563211,3558.128021,1416.23422,1105.710112,2063.74688,1044.12508,1204.286513,300.078602,11039.830824,6008.041817,6904.668256,3972.356403,1796.226605,1406.176936,4323.505596,1340.382984,1204.286513,324.706771,14228.68697,7043.623095,13,23.06,8.65,20.33,"No",2.18,6.27,2.73,,,,,,,0,0,0,0,0,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,80,,83.34,71.43,86.22,80.41,63.42,53.57,,,85.71,,,81.7,60,75,66.67,37.5,79.43,79.26,61.48,46.23,,,9.09,,,51.3,-
1895,"7/1/2003","HUNTINGTON SCH DIST 16J",108.73,112.09,95.55,97,551410,11,11.34,12.68,0,0,10.05,4,3.68,0.27,0,0,0.09,,,,,,,,,,,,24.85,,0.6,0,4.6,,12.6,,,,,,,,,23.9,53851.7,13.6,56.9,54.02,1.6,6.69,15.72,0.5,2.09,2.86,1,4.18,1.14,7.2,30.13,26.26,7456.31402,3615.516357,1534.120824,1080.447678,2236.437628,1091.510161,1486.529278,316.585551,12713.40175,6104.05975,8250.827319,4069.54675,2011.503195,1394.602386,3330.100927,1418.15316,1486.529278,346.091873,15078.960719,7228.39417,8.75,23.82,7.89,20.55,,1.64,5.77,1.64,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,44.44,,,,,88.89,,77.77,,,,,90,,33.33,,,,,88.89,,,,,,-
1895,"7/1/2004","HUNTINGTON SCH DIST 16J",85.24,96.86,94.57,88,552339,13,14.77,12.74,,,10.35,,,0.22,,,,,,,,,,,,,11,12.5,27.44,,0.4,0,4.2,,11.3,,,,,,,,,25.2,55307,13.6,53.97,53.48,3,11.9,16.56,0.5,1.98,2.84,1,3.97,1.15,7.1,28.17,25.97,7842.227272,3769.575188,1827.954545,1135.173281,2454.829545,1161.77714,1683.15909,331.290935,13808.170452,6397.816545,8493.90909,4276.285699,2316.454545,1485.124849,3482.704545,1508.631223,1683.15909,357.749569,15976.22727,7627.791341,9.2,23.64,7.15,20.27,,1.6,4.84,1.6,,"226-226","153-153","80-80","60-60",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43,,,88.78,85.08,65.03,55.79,,,,,,78.86,,71.43,,,88.09,86.47,65.92,48.68,,,,,,,-
1895,"7/1/2005","Huntington SD 16J",84.32,98.05,94.78,86,559254,17,19.77,12.63,,,10.27,,,0.23,,,,,,,,,,,,,15,17.44,27.58,0,0.4,2.86,4.1,9.1,13.7,,,,,,,,,22.6,56575.7,12.2,53.98,53.28,2,8.85,16.51,0,0,2.92,1,4.42,1.17,7.4,32.74,26.12,6864.363953,4005.379562,1757.673139,1214.87737,2811.116162,1242.443506,1872.263023,328.162831,13305.416277,6790.86327,7742.23686,4546.761197,2315.089186,1593.279422,4005.918139,1617.38462,1872.263023,358.548566,15935.507208,8115.973808,10,23.6,7.48,20.09,,4.3,,4.3,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.13,86.23,68.34,57.36,,,,,,76.98,,,,,88.15,87.2,68.01,46.89,,,,,,,-
1895,"7/1/2006","Huntington SD 16J",,,,83,562828,15,18.07,12.62,,,,,,,,,,,,,,,,,,,4,4.82,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,7695.487469,4237.396191,1952.49518,1297.259921,2918.449156,1302.577587,1934.081325,348.481508,14500.51313,7185.715208,8198.97506,4777.123807,2545.799156,1685.248519,4093.47012,1675.364305,1934.081325,380.772109,16772.325661,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1895,"7/1/2007","Huntington SD 16J",,,,81,566067,,,,,,,,,,,,,,,,,,,,,,2,2.47,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,6794.382716,4565.275658,1387.74074,1396.478018,2769.962962,1418.606667,2310.753086,385.264495,13262.839504,7765.62484,7968.679012,5102.242765,3043.407407,1797.957197,3869.345679,1822.471957,2310.753086,417.060486,17192.185184,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1895,"7/1/2008","Huntington SD 16J",,,,86,564064,,,,,,,,,,,,,,,,,,,,,,6,6.98,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1895,"7/1/2009","Huntington SD 16J",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1896,"7/1/1999","Burnt River SD 30J",107.7,99.72,95.11,108,545085,16,14.81,11.32,,,,,,,,,0.29,19,17.59,14.31,,,,,,7.12,3,2.78,18,0,1.13,4.55,6.3,,18.37,32189.4,53699,33.8,34.4,51.09,81.48,24.37,52.55,18.1,55282.8,9.1,50.28,55.11,3,16.57,14.08,0.5,2.76,2.93,0.5,2.76,1.42,5,27.62,26.45,5126.657407,3420.96401,920.111111,1082.570434,3051.666666,1001.0682,1232.768518,282.780827,10331.203702,5787.383473,5285.268518,3736.753912,922.574074,1239.991766,3542.564814,1270.376076,1357.722222,298.775495,11108.129628,6545.897251,,22.83,11.87,19.54,"No",4.32,5.88,8.31,7.52,,,,,,0,1,1,0,0,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,,,,50,82,74,64,52,,83,75,65,66,77,,,83,80,75,69,56,40,,67,82,64,55,45,-
1896,"7/1/2000","Burnt River SD 30J",87.5,110.76,95.58,79,545680,14,17.72,12.42,,,,0,0,0.31,0,0,0.15,18,22.78,14.38,,,,,,28.33,4,5.06,20.86,0,0.83,0,5.25,,15.67,,,28.76,30.8,77.64,,39.12,,18.8,55896.6,10.9,57.98,55.04,1.2,6.38,14.51,0.5,2.66,2.92,1.5,7.98,1.5,4.7,25,26.03,7425.070632,3578.414585,1199.722151,1134.431819,4171.590253,1043.786027,1726.455822,291.238395,14522.838858,6047.870827,7440.375063,3947.282717,1199.722151,1347.506967,4959.880886,1351.411667,1855.992531,328.390216,15455.970631,6974.591568,8.75,22.61,7.75,19.36,"No",15.8,5.73,0,5.99,,,,,,0,1,1,0,0,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,,67,,50,84,77,62,53,83,67,50,64,68,79,87,67,75,57,75,73,56,42,83,67,33,76,58,57,-
1896,"7/1/2001","Burnt River SD 30J",81.4,105.71,95.5,77,551679,10,12.99,12.74,0,0,8.99,1,1.23,0.31,2,2.6,0.68,24,31.17,14.31,2,2.6,3.66,,,6.73,4,5.19,22.29,0,0.69,0,4.86,,13.86,,,28.76,30.8,77.64,,39.12,,16.2,56601.5,9,55.56,54.42,0.5,3.09,14.94,0.5,3.09,2.9,1.5,9.26,1.39,4.7,29.01,26.35,6254.025974,3663.047792,838.415584,1165.20201,4367.225974,1087.937936,1630.558441,296.942721,13090.225973,6213.130461,6419.402597,4067.62765,866.636363,1433.480002,5342.212987,1391.866605,1630.558441,321.959583,14258.810388,7214.933842,11.5,22.71,8.56,19.55,"No",5.5,5.94,5.5,,,,,,,0,1,1,0,0,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,83.33,,,50,85.07,78.98,64.19,53.14,50,,,69.19,66.28,78.79,66.67,66.67,,57.15,76.81,75.25,56.37,44.73,66.67,,,61.88,51.9,49.62,-
1896,"7/1/2002","Burnt River SD 30J",85.44,105.48,95.53,81,554071,14,17.28,12.89,0,0,9.39,1,1.17,0.31,0,0,0.1,,,,,,,,,6.33,,,23.66,0,,0,4.4,,12.2,,,,,,,,,16.2,54650.1,9,55.56,54.28,0.5,3.09,15.23,0.5,3.09,2.92,1.5,9.26,1.22,4.7,29.01,26.35,6041.172839,3558.128021,879.962962,1105.710112,4252.703703,1044.12508,1729.728395,300.078602,12903.567899,6008.041817,6108.555555,3972.356403,899.444444,1406.176936,4824.777777,1340.382984,2202.271604,324.706771,14035.04938,7043.623095,10.5,23.06,9,20.33,"No",5.79,6.27,5.79,,,,,,,0,0,0,0,0,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,,66.67,,,86.22,80.41,63.42,53.57,,,,,,81.7,,83.33,,25,79.43,79.26,61.48,46.23,,,75,,,51.3,-
1896,"7/1/2003","Burnt River SD 30J",85.78,105.9,95.55,81,551410,14,17.28,12.68,0,0,10.05,0,0,0.27,0,0,0.09,,,,,,,,,,6,7.41,24.85,,0.6,0,4.6,,12.6,,,,,,,,,17.5,53851.7,8,45.71,54.02,1.5,8.57,15.72,0.5,2.86,2.86,1.5,8.57,1.14,6,34.29,26.26,5888.851851,3615.516357,954.82716,1080.447678,4343.296296,1091.510161,1703.19753,316.585551,12890.172837,6104.05975,5972.728395,4069.54675,973.345679,1394.602386,4927.135802,1418.15316,2015.987654,346.091873,13889.19753,7228.39417,11.5,23.82,10.13,20.55,,5.4,5.77,5.4,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.15,12.5,,,,,,57.15,57.15,,,,,,42.86,50,66.66,,,,,28.57,14.29,,,,,-
1896,"7/1/2004","Burnt River SD 30J",82.45,111.42,94.57,74,552339,13,17.57,12.74,,,10.35,,,0.22,,,,,,,,,,,,,71,95.95,27.44,,0.4,0,4.2,,11.3,,,,,,,,,13,55307,8,61.54,53.48,1.5,11.54,16.56,0.5,3.85,2.84,1.5,11.54,1.15,1.5,11.54,25.97,6000.445945,3769.575188,1096.391891,1135.173281,5249.162162,1161.77714,1895.567567,331.290935,14241.567565,6397.816545,6884.054054,4276.285699,1151.675675,1485.124849,5954.391891,1508.631223,2258.864864,357.749569,16248.986484,7627.791341,8.25,23.64,9.25,20.27,,3.08,4.84,3.08,,"363-363","323-323","144-144","215-215",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,88.78,85.08,65.03,55.79,,,,,,78.86,,83.33,55.56,,88.09,86.47,65.92,48.68,,,,,,,-
1896,"7/1/2005","Burnt River SD 30J",70.68,93,94.78,76,559254,10,13.16,12.63,,,10.27,,,0.23,,,,,,,,,,,,,7,9.21,27.58,0,0.4,0,4.1,0,13.7,,,,,,,,,16.8,56575.7,10,59.52,53.28,,,16.51,0.5,2.98,2.92,1.5,8.93,1.17,4.8,28.57,26.12,6309.592105,4005.379562,1205.723684,1214.87737,5141.657894,1242.443506,1993.618421,328.162831,14650.592104,6790.86327,7162.763157,4546.761197,1269.697368,1593.279422,5797.868421,1617.38462,2423.18421,358.548566,16653.513156,8115.973808,8.5,23.6,7.6,20.09,,3.3,,3.3,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.15,90.13,86.23,68.34,57.36,,,,,,76.98,,,,28.57,88.15,87.2,68.01,46.89,,,,,,,-
